Flight_ID,Date,Route,Planned_Dep_Min,Delay_Min,Actual_Dep_Min
6E9291,2024-05-19,DEL-BLR,318,111.0,429.0
6E9292,2024-07-21,DEL-BOM,1270,107.0,1377.0
6E9293,2024-08-31,DEL-BLR,1060,40.0,1100.0
6E9294,2024-04-22,BOM-BLR,1291,72.0,1363.0
6E9295,2024-07-19,DEL-BOM,114,85.0,199.0
6E9296,2024-11-09,DEL-BLR,1104,103.0,1207.0
6E9297,2024-09-15,BOM-BLR,704,113.0,817.0
6E9298,2024-09-11,DEL-BOM,725,48.0,773.0
6E9299,2024-01-23,BOM-BLR,1359,79.0,1438.0
6E9300,2024-09-02,DEL-BOM,1107,0.0,1107.0
6E9301,2024-12-04,BLR-HYD,886,0.0,886.0
6E9302,2024-11-06,BLR-HYD,777,66.0,843.0
6E9303,2024-11-13,DEL-BLR,809,14.0,823.0
6E9304,2024-03-27,DEL-HYD,153,94.0,247.0
6E9305,2024-08-06,DEL-HYD,252,6.0,258.0
6E9306,2024-12-21,BOM-BLR,501,78.0,579.0
6E9307,2024-01-27,DEL-BOM,447,27.0,474.0
6E9308,2024-10-16,BLR-HYD,1296,116.0,1412.0
6E9309,2024-10-15,DEL-HYD,929,9.0,938.0
6E9310,2024-12-13,BLR-HYD,824,44.0,868.0
6E9311,2024-08-10,BOM-BLR,853,64.0,917.0
6E9312,2024-12-17,BOM-BLR,506,20.0,526.0
6E9313,2024-06-26,DEL-BOM,131,9.0,140.0
6E9314,2024-05-27,DEL-HYD,1348,34.0,1382.0
6E9315,2024-08-14,BOM-BLR,350,7.0,357.0
6E9316,2024-12-16,BOM-BLR,1106,119.0,1225.0
6E9317,2024-07-04,BLR-HYD,817,44.0,861.0
6E9318,2024-10-20,DEL-BLR,125,79.0,204.0
6E9319,2024-02-10,DEL-HYD,1237,113.0,1350.0
6E9320,2024-07-09,DEL-BOM,834,112.0,946.0
6E9321,2024-03-19,DEL-BOM,895,13.0,908.0
6E9322,2024-07-23,BLR-HYD,954,0.0,954.0
6E9323,2024-10-04,DEL-BOM,461,102.0,563.0
6E9324,2024-09-28,BOM-BLR,624,0.0,624.0
6E9325,2024-02-01,DEL-HYD,104,7.0,111.0
6E9326,2024-05-21,DEL-BOM,1394,21.0,1415.0
6E9327,2024-09-07,DEL-HYD,62,27.0,89.0
6E9328,2024-10-20,DEL-BOM,962,96.0,1058.0
6E9329,2024-04-07,DEL-BLR,750,74.0,824.0
6E9330,2024-05-15,DEL-BLR,25,47.0,72.0
6E9331,2024-10-03,DEL-HYD,0,94.0,94.0
6E9332,2024-11-07,DEL-BLR,93,85.0,178.0
6E9333,2024-10-28,DEL-BLR,882,10.0,892.0
6E9334,2024-02-12,BOM-BLR,451,3.0,454.0
6E9335,2024-04-29,DEL-BOM,1035,87.0,1122.0
6E9336,2024-08-07,DEL-BLR,297,25.0,322.0
6E9337,2024-02-15,DEL-HYD,1190,49.0,1239.0
6E9338,2024-08-23,BOM-BLR,253,102.0,355.0
6E9339,2024-02-17,DEL-BLR,1317,103.0,1420.0
6E9340,2024-07-16,DEL-HYD,1167,62.0,1229.0
6E9341,2024-03-24,DEL-BOM,208,65.0,273.0
6E9342,2024-01-31,DEL-BLR,1249,90.0,1339.0
6E9343,2024-06-09,DEL-HYD,906,85.0,991.0
6E9344,2024-03-11,DEL-HYD,283,3.0,286.0
6E9345,2024-01-08,BLR-HYD,1134,98.0,1232.0
6E9346,2024-02-21,DEL-HYD,349,58.0,407.0
6E9347,2024-02-14,BLR-HYD,1356,88.0,1444.0
6E9348,2024-10-19,DEL-BOM,1103,12.0,1115.0
6E9349,2024-10-26,DEL-BOM,1409,11.0,1420.0
6E9350,2024-02-07,BOM-BLR,1427,113.0,1540.0
6E9351,2024-12-20,BLR-HYD,1351,108.0,1459.0
6E9352,2024-08-18,DEL-HYD,1317,40.0,1357.0
6E9353,2024-09-18,BOM-BLR,183,63.0,246.0
6E9354,2024-03-08,BOM-BLR,211,5.0,216.0
6E9355,2024-06-27,DEL-BOM,1274,75.0,1349.0
6E9356,2024-12-22,DEL-HYD,166,14.0,180.0
6E9357,2024-07-04,BLR-HYD,1185,34.0,1219.0
6E9358,2024-07-19,DEL-BOM,1296,45.0,1341.0
6E9359,2024-01-13,BOM-BLR,874,72.0,946.0
6E9360,2024-08-01,DEL-BLR,406,55.0,461.0
6E9361,2024-08-07,BOM-BLR,1415,63.0,1478.0
6E9362,2024-10-12,DEL-BLR,437,27.0,464.0
6E9363,2024-08-31,DEL-BOM,1110,112.0,1222.0
6E9364,2024-12-21,BLR-HYD,404,77.0,481.0
6E9365,2024-09-14,DEL-HYD,274,75.0,349.0
6E9366,2024-02-27,DEL-BLR,1438,84.0,1522.0
6E9367,2024-02-05,DEL-HYD,561,109.0,670.0
6E9368,2024-11-23,DEL-BOM,1350,59.0,1409.0
6E9369,2024-07-11,DEL-BOM,111,75.0,186.0
6E9370,2024-11-28,DEL-BOM,791,81.0,872.0
6E9371,2024-02-19,BLR-HYD,301,119.0,420.0
6E9372,2024-02-01,DEL-BLR,135,19.0,154.0
6E9373,2024-04-07,DEL-HYD,332,23.0,355.0
6E9374,2024-02-12,BOM-BLR,1026,18.0,1044.0
6E9375,2024-12-16,DEL-BOM,1185,58.0,1243.0
6E9376,2024-11-29,DEL-HYD,76,113.0,189.0
6E9377,2024-11-05,DEL-HYD,184,51.0,235.0
6E9378,2024-02-16,BLR-HYD,569,80.0,649.0
6E9379,2024-09-26,DEL-BLR,1186,117.0,1303.0
6E9380,2024-11-06,BLR-HYD,1044,68.0,1112.0
6E9381,2024-03-03,BLR-HYD,952,61.0,1013.0
6E9382,2024-01-19,DEL-HYD,1321,33.0,1354.0
6E9383,2024-12-12,DEL-BLR,298,23.0,321.0
6E9384,2024-04-10,DEL-BLR,1305,21.0,1326.0
6E9385,2024-02-06,DEL-BLR,471,55.0,526.0
6E9386,2024-04-16,DEL-BOM,409,55.0,464.0
6E9387,2024-04-01,DEL-BLR,1415,86.0,1501.0
6E9388,2024-11-03,DEL-HYD,686,50.0,736.0
6E9389,2024-07-03,DEL-BOM,164,20.0,184.0
6E9390,2024-08-03,BOM-BLR,1105,16.0,1121.0
6E9391,2024-01-28,BLR-HYD,657,97.0,754.0
6E9392,2024-02-05,DEL-BLR,163,20.0,183.0
6E9393,2024-11-15,BOM-BLR,103,53.0,156.0
6E9394,2024-01-18,DEL-BLR,1153,33.0,1186.0
6E9395,2024-12-10,BLR-HYD,595,41.0,636.0
6E9396,2024-07-14,DEL-HYD,119,70.0,189.0
6E9397,2024-03-18,DEL-HYD,258,87.0,345.0
6E9398,2024-06-15,BLR-HYD,1127,108.0,1235.0
6E9399,2024-03-30,BOM-BLR,363,95.0,458.0
6E9400,2024-09-20,DEL-BOM,368,0.0,368.0
6E9401,2024-07-26,DEL-BOM,957,14.0,971.0
6E9402,2024-07-30,DEL-BLR,1349,57.0,1406.0
6E9403,2024-09-27,BLR-HYD,1208,19.0,1227.0
6E9404,2024-09-19,BLR-HYD,393,81.0,474.0
6E9405,2024-09-29,DEL-BOM,1367,50.0,1417.0
6E9406,2024-12-07,BOM-BLR,529,107.0,636.0
6E9407,2024-08-01,BLR-HYD,1254,20.0,1274.0
6E9408,2024-03-04,DEL-HYD,134,67.0,201.0
6E9409,2024-01-12,DEL-HYD,44,110.0,154.0
6E9410,2024-07-28,BLR-HYD,623,79.0,702.0
6E9411,2024-11-07,BOM-BLR,924,60.0,984.0
6E9412,2024-06-22,DEL-HYD,594,63.0,657.0
6E9413,2024-09-12,BOM-BLR,765,7.0,772.0
6E9414,2024-04-10,DEL-BOM,1168,20.0,1188.0
6E9415,2024-01-16,DEL-BLR,1340,16.0,1356.0
6E9416,2024-07-15,DEL-BOM,292,14.0,306.0
6E9417,2024-09-14,DEL-BLR,535,93.0,628.0
6E9418,2024-08-31,DEL-HYD,633,65.0,698.0
6E9419,2024-12-13,DEL-BLR,465,47.0,512.0
6E9420,2024-09-05,DEL-BLR,48,49.0,97.0
6E9421,2024-04-14,BLR-HYD,660,30.0,690.0
6E9422,2024-06-30,DEL-BLR,458,0.0,458.0
6E9423,2024-06-03,BLR-HYD,696,28.0,724.0
6E9424,2024-10-13,DEL-BLR,761,68.0,829.0
6E9425,2024-06-17,BLR-HYD,424,2.0,426.0
6E9426,2024-02-16,DEL-HYD,754,100.0,854.0
6E9427,2024-02-12,DEL-HYD,876,22.0,898.0
6E9428,2024-11-16,DEL-BLR,660,0.0,660.0
6E9429,2024-11-01,BOM-BLR,67,35.0,102.0
6E9430,2024-08-08,DEL-HYD,508,13.0,521.0
6E9431,2024-01-01,DEL-BOM,735,30.0,765.0
6E9432,2024-07-18,DEL-BOM,209,76.0,285.0
6E9433,2024-05-23,BLR-HYD,703,34.0,737.0
6E9434,2024-01-28,BOM-BLR,1323,119.0,1442.0
6E9435,2024-12-07,BLR-HYD,123,6.0,129.0
6E9436,2024-12-03,DEL-BLR,795,96.0,891.0
6E9437,2024-10-04,DEL-HYD,291,40.0,331.0
6E9438,2024-02-10,BOM-BLR,420,70.0,490.0
6E9439,2024-11-27,BLR-HYD,811,0.0,811.0
6E9440,2024-05-26,BLR-HYD,49,72.0,121.0
6E9441,2024-12-10,DEL-BOM,182,47.0,229.0
6E9442,2024-06-26,DEL-BLR,246,55.0,301.0
6E9443,2024-11-10,BLR-HYD,1111,87.0,1198.0
6E9444,2024-11-20,DEL-BOM,649,53.0,702.0
6E9445,2024-06-15,BOM-BLR,549,97.0,646.0
6E9446,2024-05-02,BLR-HYD,560,49.0,609.0
6E9447,2024-03-14,DEL-BOM,71,106.0,177.0
6E9448,2024-08-26,DEL-BLR,769,29.0,798.0
6E9449,2024-09-05,DEL-HYD,555,114.0,669.0
6E9450,2024-09-19,BOM-BLR,1314,23.0,1337.0
6E9451,2024-09-08,BLR-HYD,503,56.0,559.0
6E9452,2024-12-22,DEL-BOM,627,61.0,688.0
6E9453,2024-04-20,BLR-HYD,660,116.0,776.0
6E9454,2024-06-28,DEL-HYD,1336,105.0,1441.0
6E9455,2024-07-06,BLR-HYD,1311,61.0,1372.0
6E9456,2024-11-03,BLR-HYD,507,32.0,539.0
6E9457,2024-07-25,DEL-BOM,1094,11.0,1105.0
6E9458,2024-08-21,DEL-HYD,160,67.0,227.0
6E9459,2024-01-24,BOM-BLR,126,99.0,225.0
6E9460,2024-01-26,DEL-BOM,1327,120.0,1447.0
6E9461,2024-08-05,DEL-HYD,489,70.0,559.0
6E9462,2024-12-11,DEL-HYD,238,40.0,278.0
6E9463,2024-01-10,BLR-HYD,175,10.0,185.0
6E9464,2024-01-17,DEL-BLR,209,0.0,209.0
6E9465,2024-09-01,DEL-BLR,358,18.0,376.0
6E9466,2024-07-24,BOM-BLR,1212,67.0,1279.0
6E9467,2024-09-14,BLR-HYD,633,75.0,708.0
6E9468,2024-04-21,DEL-BLR,1056,11.0,1067.0
6E9469,2024-07-23,DEL-BOM,500,83.0,583.0
6E9470,2024-01-27,BOM-BLR,311,48.0,359.0
6E9471,2024-03-11,BLR-HYD,1174,5.0,1179.0
6E9472,2024-06-24,DEL-BOM,110,29.0,139.0
6E9473,2024-07-20,DEL-BLR,1155,13.0,1168.0
6E9474,2024-09-04,DEL-BLR,519,48.0,567.0
6E9475,2024-04-27,DEL-BLR,1328,11.0,1339.0
6E9476,2024-01-09,DEL-BLR,1052,95.0,1147.0
6E9477,2024-03-26,DEL-HYD,849,57.0,906.0
6E9478,2024-01-23,BOM-BLR,932,47.0,979.0
6E9479,2024-08-27,BOM-BLR,1374,110.0,1484.0
6E9480,2024-03-13,DEL-BLR,407,52.0,459.0
6E9481,2024-01-27,BOM-BLR,623,67.0,690.0
6E9482,2024-12-14,DEL-BOM,1128,59.0,1187.0
6E9483,2024-03-21,DEL-BOM,718,79.0,797.0
6E9484,2024-03-24,BOM-BLR,551,18.0,569.0
6E9485,2024-07-17,DEL-BLR,779,35.0,814.0
6E9486,2024-02-12,BLR-HYD,319,9.0,328.0
6E9487,2024-09-19,DEL-BLR,1069,75.0,1144.0
6E9488,2024-04-01,DEL-HYD,1264,97.0,1361.0
6E9489,2024-12-04,BLR-HYD,1293,13.0,1306.0
6E9490,2024-03-24,DEL-HYD,666,99.0,765.0
6E9491,2024-10-26,BOM-BLR,627,110.0,737.0
6E9492,2024-10-22,DEL-HYD,1060,89.0,1149.0
6E9493,2024-05-14,BOM-BLR,1228,31.0,1259.0
6E9494,2024-10-07,DEL-HYD,1133,95.0,1228.0
6E9495,2024-02-28,BLR-HYD,1341,34.0,1375.0
6E9496,2024-12-24,DEL-HYD,75,99.0,174.0
6E9497,2024-12-07,DEL-BLR,609,36.0,645.0
6E9498,2024-08-28,BOM-BLR,478,0.0,478.0
6E9499,2024-12-07,DEL-BOM,1412,76.0,1488.0
6E9500,2024-04-07,DEL-HYD,587,87.0,674.0
6E9501,2024-03-02,BOM-BLR,592,66.0,658.0
6E9502,2024-09-20,DEL-BOM,363,79.0,442.0
6E9503,2024-04-22,BOM-BLR,308,37.0,345.0
6E9504,2024-05-25,BOM-BLR,1086,19.0,1105.0
6E9505,2024-08-03,DEL-BOM,266,112.0,378.0
6E9506,2024-09-12,DEL-BOM,32,60.0,92.0
6E9507,2024-11-11,BLR-HYD,39,13.0,52.0
6E9508,2024-11-11,DEL-HYD,685,85.0,770.0
6E9509,2024-12-27,DEL-HYD,259,9.0,268.0
6E9510,2024-09-14,BOM-BLR,735,14.0,749.0
6E9511,2024-07-12,DEL-BLR,266,77.0,343.0
6E9512,2024-12-12,DEL-BLR,666,116.0,782.0
6E9513,2024-01-14,BOM-BLR,1248,104.0,1352.0
6E9514,2024-10-30,BLR-HYD,1406,2.0,1408.0
6E9515,2024-04-12,DEL-BOM,638,59.0,697.0
6E9516,2024-09-01,BOM-BLR,1028,0.0,1028.0
6E9517,2024-09-01,DEL-HYD,1020,2.0,1022.0
6E9518,2024-11-07,DEL-BLR,445,23.0,468.0
6E9519,2024-09-24,DEL-BLR,287,87.0,374.0
6E9520,2024-08-11,DEL-BLR,1081,101.0,1182.0
6E9521,2024-08-07,BLR-HYD,1095,76.0,1171.0
6E9522,2024-11-06,DEL-HYD,793,25.0,818.0
6E9523,2024-08-04,BLR-HYD,1105,80.0,1185.0
6E9524,2024-01-04,DEL-BOM,774,96.0,870.0
6E9525,2024-02-05,BOM-BLR,276,68.0,344.0
6E9526,2024-06-26,BOM-BLR,962,31.0,993.0
6E9527,2024-09-13,DEL-BLR,735,111.0,846.0
6E9528,2024-01-17,DEL-BLR,1159,17.0,1176.0
6E9529,2024-07-17,DEL-BOM,735,74.0,809.0
6E9530,2024-11-13,BLR-HYD,113,73.0,186.0
6E9531,2024-02-17,DEL-HYD,771,22.0,793.0
6E9532,2024-03-02,DEL-BOM,156,77.0,233.0
6E9533,2024-03-09,BOM-BLR,1419,5.0,1424.0
6E9534,2024-05-26,BOM-BLR,1012,107.0,1119.0
6E9535,2024-12-24,BLR-HYD,1252,17.0,1269.0
6E9536,2024-06-10,DEL-BOM,254,18.0,272.0
6E9537,2024-08-14,DEL-HYD,1202,47.0,1249.0
6E9538,2024-12-12,DEL-BOM,1252,37.0,1289.0
6E9539,2024-08-17,DEL-BOM,1390,36.0,1426.0
6E9540,2024-06-26,BLR-HYD,1054,43.0,1097.0
6E9541,2024-12-10,DEL-HYD,107,64.0,171.0
6E9542,2024-02-25,BOM-BLR,281,46.0,327.0
6E9543,2024-03-18,DEL-BLR,620,84.0,704.0
6E9544,2024-09-26,DEL-HYD,389,0.0,389.0
6E9545,2024-07-24,BOM-BLR,528,83.0,611.0
6E9546,2024-10-07,BLR-HYD,1427,92.0,1519.0
6E9547,2024-08-15,DEL-HYD,1193,117.0,1310.0
6E9548,2024-08-26,DEL-HYD,877,51.0,928.0
6E9549,2024-10-14,BOM-BLR,1198,96.0,1294.0
6E9550,2024-03-22,BOM-BLR,1097,66.0,1163.0
6E9551,2024-11-29,DEL-BOM,453,19.0,472.0
6E9552,2024-09-06,DEL-BOM,508,10.0,518.0
6E9553,2024-07-11,DEL-HYD,1263,70.0,1333.0
6E9554,2024-04-15,DEL-BLR,95,39.0,134.0
6E9555,2024-07-07,BLR-HYD,201,76.0,277.0
6E9556,2024-10-02,BOM-BLR,1060,44.0,1104.0
6E9557,2024-03-14,DEL-BOM,90,82.0,172.0
6E9558,2024-01-10,BLR-HYD,232,44.0,276.0
6E9559,2024-05-02,DEL-HYD,658,63.0,721.0
6E9560,2024-08-03,BOM-BLR,1010,90.0,1100.0
6E9561,2024-10-16,BOM-BLR,808,113.0,921.0
6E9562,2024-02-09,DEL-BOM,911,93.0,1004.0
6E9563,2024-07-11,DEL-BLR,252,69.0,321.0
6E9564,2024-05-06,BOM-BLR,1394,32.0,1426.0
6E9565,2024-10-15,DEL-BLR,723,69.0,792.0
6E9566,2024-03-11,BLR-HYD,440,37.0,477.0
6E9567,2024-05-16,BOM-BLR,995,54.0,1049.0
6E9568,2024-05-23,BOM-BLR,63,70.0,133.0
6E9569,2024-12-19,DEL-BLR,4,90.0,94.0
6E9570,2024-10-25,DEL-BOM,71,5.0,76.0
6E9571,2024-12-10,DEL-HYD,1420,102.0,1522.0
6E9572,2024-09-25,BLR-HYD,616,97.0,713.0
6E9573,2024-05-18,BOM-BLR,329,48.0,377.0
6E9574,2024-02-21,DEL-BOM,1170,37.0,1207.0
6E9575,2024-01-17,BOM-BLR,1438,3.0,1441.0
6E9576,2024-06-13,BLR-HYD,348,70.0,418.0
6E9577,2024-01-13,DEL-HYD,364,79.0,443.0
6E9578,2024-07-08,BOM-BLR,790,19.0,809.0
6E9579,2024-12-05,DEL-BLR,415,118.0,533.0
6E9580,2024-12-18,DEL-BOM,624,46.0,670.0
6E9581,2024-12-27,DEL-HYD,506,66.0,572.0
6E9582,2024-12-17,BOM-BLR,522,55.0,577.0
6E9583,2024-09-20,DEL-HYD,705,16.0,721.0
6E9584,2024-11-07,DEL-BLR,249,103.0,352.0
6E9585,2024-08-08,BOM-BLR,900,48.0,948.0
6E9586,2024-04-13,DEL-HYD,248,1.0,249.0
6E9587,2024-12-04,BOM-BLR,1374,26.0,1400.0
6E9588,2024-07-16,BOM-BLR,1292,7.0,1299.0
6E9589,2024-10-26,DEL-HYD,853,96.0,949.0
6E9590,2024-12-24,BOM-BLR,447,8.0,455.0
6E9591,2024-06-17,DEL-BLR,82,44.0,126.0
6E9592,2024-05-28,DEL-HYD,1430,26.0,1456.0
6E9593,2024-09-05,DEL-HYD,338,4.0,342.0
6E9594,2024-09-12,DEL-BLR,1103,22.0,1125.0
6E9595,2024-02-11,DEL-BLR,94,111.0,205.0
6E9596,2024-07-20,DEL-BLR,911,48.0,959.0
6E9597,2024-08-31,BOM-BLR,258,76.0,334.0
6E9598,2024-06-05,BOM-BLR,121,110.0,231.0
6E9599,2024-10-12,BLR-HYD,1147,46.0,1193.0
6E9600,2024-10-08,BOM-BLR,534,67.0,601.0
6E9601,2024-08-25,DEL-BLR,952,22.0,974.0
6E9602,2024-01-19,BLR-HYD,904,35.0,939.0
6E9603,2024-02-22,DEL-BLR,946,116.0,1062.0
6E9604,2024-03-25,DEL-BOM,1312,57.0,1369.0
6E9605,2024-09-29,DEL-HYD,91,53.0,144.0
6E9606,2024-12-25,DEL-BOM,1047,10.0,1057.0
6E9607,2024-07-31,DEL-BLR,1130,34.0,1164.0
6E9608,2024-12-26,BOM-BLR,51,65.0,116.0
6E9609,2024-04-13,DEL-HYD,710,91.0,801.0
6E9610,2024-07-10,BOM-BLR,293,107.0,400.0
6E9611,2024-06-25,BOM-BLR,299,3.0,302.0
6E9612,2024-05-26,DEL-HYD,344,30.0,374.0
6E9613,2024-03-21,DEL-HYD,1405,58.0,1463.0
6E9614,2024-07-11,DEL-BOM,193,26.0,219.0
6E9615,2024-02-06,DEL-BLR,435,101.0,536.0
6E9616,2024-11-21,BOM-BLR,384,85.0,469.0
6E9617,2024-06-02,DEL-BLR,854,37.0,891.0
6E9618,2024-05-09,DEL-BLR,750,83.0,833.0
6E9619,2024-02-28,BLR-HYD,1395,110.0,1505.0
6E9620,2024-08-11,DEL-BOM,319,120.0,439.0
6E9621,2024-09-05,BOM-BLR,238,61.0,299.0
6E9622,2024-08-27,DEL-HYD,391,36.0,427.0
6E9623,2024-10-19,DEL-HYD,647,0.0,647.0
6E9624,2024-10-13,DEL-BLR,1308,69.0,1377.0
6E9625,2024-07-22,DEL-BOM,12,117.0,129.0
6E9626,2024-04-08,DEL-BOM,1408,109.0,1517.0
6E9627,2024-12-15,BOM-BLR,540,82.0,622.0
6E9628,2024-06-24,BOM-BLR,689,28.0,717.0
6E9629,2024-09-18,DEL-BLR,1316,103.0,1419.0
6E9630,2024-09-27,DEL-BLR,256,32.0,288.0
6E9631,2024-05-22,DEL-BLR,107,119.0,226.0
6E9632,2024-07-07,BLR-HYD,182,52.0,234.0
6E9633,2024-09-28,DEL-BOM,366,116.0,482.0
6E9634,2024-01-20,DEL-BLR,1019,6.0,1025.0
6E9635,2024-11-28,DEL-BOM,830,79.0,909.0
6E9636,2024-10-26,DEL-HYD,861,85.0,946.0
6E9637,2024-02-15,DEL-HYD,1308,105.0,1413.0
6E9638,2024-04-04,DEL-BOM,873,42.0,915.0
6E9639,2024-03-04,DEL-HYD,1282,61.0,1343.0
6E9640,2024-05-10,DEL-HYD,172,84.0,256.0
6E9641,2024-01-09,DEL-HYD,759,118.0,877.0
6E9642,2024-07-21,BOM-BLR,770,0.0,770.0
6E9643,2024-10-24,BOM-BLR,1353,78.0,1431.0
6E9644,2024-06-22,DEL-BOM,451,72.0,523.0
6E9645,2024-03-13,DEL-BOM,470,78.0,548.0
6E9646,2024-03-24,BLR-HYD,1104,72.0,1176.0
6E9647,2024-02-28,BOM-BLR,320,50.0,370.0
6E9648,2024-01-21,DEL-BOM,440,7.0,447.0
6E9649,2024-06-05,BOM-BLR,398,61.0,459.0
6E9650,2024-11-14,BLR-HYD,187,32.0,219.0
6E9651,2024-11-24,DEL-BOM,884,109.0,993.0
6E9652,2024-03-01,DEL-BOM,849,18.0,867.0
6E9653,2024-03-04,DEL-BOM,742,50.0,792.0
6E9654,2024-11-20,DEL-BOM,861,14.0,875.0
6E9655,2024-06-16,DEL-BLR,514,62.0,576.0
6E9656,2024-07-21,BOM-BLR,1260,83.0,1343.0
6E9657,2024-05-08,BOM-BLR,180,18.0,198.0
6E9658,2024-09-01,BOM-BLR,409,0.0,409.0
6E9659,2024-04-15,BLR-HYD,515,13.0,528.0
6E9660,2024-11-16,DEL-BLR,911,7.0,918.0
6E9661,2024-05-01,BOM-BLR,859,120.0,979.0
6E9662,2024-11-13,BOM-BLR,1095,30.0,1125.0
6E9663,2024-06-30,DEL-BOM,181,22.0,203.0
6E9664,2024-04-12,DEL-BOM,103,38.0,141.0
6E9665,2024-11-11,DEL-BOM,1295,73.0,1368.0
6E9666,2024-10-28,BOM-BLR,286,118.0,404.0
6E9667,2024-09-17,DEL-BOM,86,90.0,176.0
6E9668,2024-04-22,BOM-BLR,385,62.0,447.0
6E9669,2024-03-10,BLR-HYD,1096,64.0,1160.0
6E9670,2024-06-08,BLR-HYD,602,59.0,661.0
6E9671,2024-08-27,DEL-HYD,1333,88.0,1421.0
6E9672,2024-01-11,DEL-BLR,698,98.0,796.0
6E9673,2024-05-17,DEL-BOM,442,47.0,489.0
6E9674,2024-06-15,DEL-BOM,1259,12.0,1271.0
6E9675,2024-09-03,DEL-BLR,584,78.0,662.0
6E9676,2024-12-19,DEL-BLR,1253,94.0,1347.0
6E9677,2024-01-31,DEL-HYD,253,28.0,281.0
6E9678,2024-01-12,DEL-BLR,951,67.0,1018.0
6E9679,2024-08-30,BOM-BLR,354,47.0,401.0
6E9680,2024-04-17,DEL-BOM,409,96.0,505.0
6E9681,2024-12-01,DEL-BLR,1222,30.0,1252.0
6E9682,2024-11-18,BOM-BLR,428,15.0,443.0
6E9683,2024-07-12,DEL-BLR,474,76.0,550.0
6E9684,2024-11-03,BOM-BLR,587,40.0,627.0
6E9685,2024-05-12,BLR-HYD,976,72.0,1048.0
6E9686,2024-10-07,BOM-BLR,916,63.0,979.0
6E9687,2024-10-17,DEL-HYD,341,45.0,386.0
6E9688,2024-06-11,BOM-BLR,473,53.0,526.0
6E9689,2024-10-04,DEL-BLR,396,25.0,421.0
6E9690,2024-07-21,BLR-HYD,1068,65.0,1133.0
6E9691,2024-04-05,BLR-HYD,1366,0.0,1366.0
6E9692,2024-08-10,BOM-BLR,690,74.0,764.0
6E9693,2024-08-24,DEL-BLR,733,116.0,849.0
6E9694,2024-04-26,BLR-HYD,1040,29.0,1069.0
6E9695,2024-07-10,BOM-BLR,218,47.0,265.0
6E9696,2024-10-02,BOM-BLR,595,120.0,715.0
6E9697,2024-04-15,BOM-BLR,190,79.0,269.0
6E9698,2024-01-04,BLR-HYD,1414,11.0,1425.0
6E9699,2024-01-18,DEL-BOM,643,119.0,762.0
6E9700,2024-11-02,DEL-BLR,93,38.0,131.0
6E9701,2024-01-20,DEL-HYD,1118,59.0,1177.0
6E9702,2024-05-01,DEL-HYD,1105,108.0,1213.0
6E9703,2024-05-16,DEL-BLR,339,88.0,427.0
6E9704,2024-03-20,DEL-BOM,807,22.0,829.0
6E9705,2024-06-02,DEL-BLR,359,114.0,473.0
6E9706,2024-12-23,BOM-BLR,111,60.0,171.0
6E9707,2024-01-25,DEL-BLR,302,8.0,310.0
6E9708,2024-06-17,DEL-BLR,50,35.0,85.0
6E9709,2024-02-28,BLR-HYD,805,27.0,832.0
6E9710,2024-10-27,DEL-HYD,700,62.0,762.0
6E9711,2024-02-10,DEL-HYD,660,9.0,669.0
6E9712,2024-02-07,BOM-BLR,1304,115.0,1419.0
6E9713,2024-04-26,BOM-BLR,1136,115.0,1251.0
6E9714,2024-10-01,BLR-HYD,35,53.0,88.0
6E9715,2024-09-26,BOM-BLR,622,87.0,709.0
6E9716,2024-05-06,DEL-BOM,682,41.0,723.0
6E9717,2024-01-03,BLR-HYD,1101,85.0,1186.0
6E9718,2024-10-19,BLR-HYD,848,80.0,928.0
6E9719,2024-01-16,DEL-BLR,959,105.0,1064.0
6E9720,2024-09-21,DEL-BLR,44,110.0,154.0
6E9721,2024-08-26,DEL-BOM,872,70.0,942.0
6E9722,2024-09-19,BLR-HYD,951,86.0,1037.0
6E9723,2024-05-13,BLR-HYD,1327,103.0,1430.0
6E9724,2024-07-31,DEL-BLR,1415,54.0,1469.0
6E9725,2024-01-15,DEL-HYD,653,116.0,769.0
6E9726,2024-11-23,DEL-HYD,14,60.0,74.0
6E9727,2024-12-25,DEL-BLR,639,28.0,667.0
6E9728,2024-05-08,BOM-BLR,166,41.0,207.0
6E9729,2024-12-17,BLR-HYD,62,77.0,139.0
6E9730,2024-05-01,DEL-BOM,202,120.0,322.0
6E9731,2024-08-28,DEL-HYD,1180,117.0,1297.0
6E9732,2024-04-24,BOM-BLR,277,49.0,326.0
6E9733,2024-07-15,BLR-HYD,1124,61.0,1185.0
6E9734,2024-08-09,BOM-BLR,894,0.0,894.0
6E9735,2024-08-01,BLR-HYD,1192,49.0,1241.0
6E9736,2024-03-20,BLR-HYD,402,109.0,511.0
6E9737,2024-09-19,DEL-BLR,1164,0.0,1164.0
6E9738,2024-05-14,DEL-BLR,346,114.0,460.0
6E9739,2024-11-01,DEL-BOM,786,12.0,798.0
6E9740,2024-08-29,DEL-BOM,975,107.0,1082.0
6E9741,2024-10-29,BOM-BLR,833,75.0,908.0
6E9742,2024-09-26,DEL-BLR,192,68.0,260.0
6E9743,2024-10-13,BLR-HYD,898,85.0,983.0
6E9744,2024-02-19,DEL-BLR,151,69.0,220.0
6E9745,2024-07-07,BLR-HYD,385,66.0,451.0
