Crew_ID,Date,Assigned_Flight,Duty_Type
C0877,2024-07-05,6E12667,Off
C0048,2024-06-10,6E10185,Off
C0721,2024-10-30,6E3502,Standby
C1129,2024-12-23,6E17182,Standby
C0070,2024-01-30,6E8643,Flying
C0361,2024-01-01,6E17678,Flying
C0858,2024-01-26,6E5437,Off
C0001,2024-07-17,6E3472,Flying
C0814,2024-09-19,6E10658,Flying
C1000,2024-12-30,6E5839,Flying
C1083,2024-01-05,6E3484,Standby
C0815,2024-03-24,6E13005,Flying
C0784,2024-12-13,6E18854,Flying
C1070,2024-01-23,6E13829,Flying
C0080,2024-05-15,6E15646,Flying
C0423,2024-07-26,6E10428,Standby
C0477,2024-06-17,6E14991,Flying
C0363,2024-11-21,6E3851,Standby
C0333,2024-11-28,6E9588,Flying
C0584,2024-07-12,6E6549,Flying
C0480,2024-11-14,6E4446,Flying
C1005,2024-07-29,6E8776,Flying
C0681,2024-08-16,6E8680,Flying
C0267,2024-10-07,6E4771,Flying
C1003,2024-08-25,6E6633,Standby
C0559,2024-04-13,6E9483,Flying
C0895,2024-12-03,6E6597,Standby
C0078,2024-01-29,6E9783,Standby
C0872,2024-02-06,6E9974,Flying
C0818,2024-11-26,6E10658,Flying
C0865,2024-08-24,6E17643,Flying
C0361,2024-06-17,6E14199,Standby
C0061,2024-08-24,6E15970,Flying
C0007,2024-12-08,6E1991,Flying
C0847,2024-03-27,6E18429,Flying
C0521,2024-02-04,6E12097,Standby
C0213,2024-01-03,6E5610,Flying
C1189,2024-06-23,6E13128,Flying
C0231,2024-07-08,6E17193,Flying
C0827,2024-09-30,6E17056,Flying
C0668,2024-11-08,6E5619,Off
C0364,2024-03-13,6E11084,Flying
C0015,2024-02-17,6E1007,Off
C1142,2024-01-20,6E15635,Standby
C0088,2024-07-27,6E18341,Standby
C0751,2024-04-18,6E3865,Standby
C1138,2024-05-06,6E3369,Standby
C0227,2024-04-03,6E16482,Flying
C0421,2024-03-10,6E18425,Standby
C0002,2024-10-05,6E14256,Off
C0431,2024-02-15,6E7725,Flying
C0636,2024-05-14,6E5129,Flying
C0924,2024-01-26,6E10227,Flying
C0580,2024-07-13,6E17660,Standby
C0147,2024-11-08,6E7203,Flying
C0799,2024-10-07,6E8641,Flying
C1053,2024-07-13,6E16625,Flying
C1161,2024-07-25,6E17105,Flying
C0838,2024-05-03,6E3063,Flying
C0746,2024-06-15,6E16736,Off
C1078,2024-03-08,6E17783,Flying
C0771,2024-06-14,6E15324,Flying
C0076,2024-04-27,6E15421,Flying
C0292,2024-11-15,6E15948,Flying
C0972,2024-07-31,6E14454,Flying
C0629,2024-11-05,6E8283,Standby
C0041,2024-08-09,6E15435,Flying
C0446,2024-07-17,6E12218,Flying
C0107,2024-06-26,6E12394,Off
C0393,2024-02-12,6E2165,Flying
C1128,2024-05-14,6E17863,Flying
C0041,2024-06-20,6E3507,Standby
C0923,2024-01-07,6E13534,Flying
C1028,2024-01-10,6E2118,Flying
C0010,2024-03-18,6E5131,Flying
C0561,2024-07-15,6E13831,Flying
C0915,2024-07-08,6E1975,Flying
C1098,2024-08-16,6E7656,Standby
C0048,2024-02-02,6E8399,Flying
C1148,2024-11-13,6E10011,Flying
C1175,2024-04-26,6E2354,Flying
C0489,2024-03-18,6E5170,Flying
C0450,2024-01-30,6E4972,Off
C0787,2024-05-03,6E17508,Standby
C0712,2024-12-12,6E11722,Flying
C0730,2024-02-05,6E4147,Flying
C0638,2024-12-23,6E17588,Flying
C0228,2024-07-21,6E5290,Flying
C0267,2024-04-16,6E13235,Flying
C0445,2024-04-09,6E16790,Off
C0478,2024-05-23,6E17659,Flying
C1169,2024-03-21,6E4635,Flying
C0585,2024-01-19,6E4633,Flying
C0030,2024-06-11,6E17424,Flying
C1032,2024-10-20,6E1070,Flying
C1193,2024-07-04,6E17686,Flying
C0922,2024-07-02,6E17941,Flying
C0005,2024-03-03,6E13779,Off
C0325,2024-06-24,6E5300,Flying
C0750,2024-08-24,6E10628,Flying
C0152,2024-11-17,6E4752,Flying
C0381,2024-12-24,6E4924,Flying
C0985,2024-07-09,6E13973,Flying
C0913,2024-12-12,6E17413,Standby
C0591,2024-07-05,6E2877,Off
C0582,2024-02-20,6E9594,Flying
C1084,2024-11-17,6E3644,Flying
C1152,2024-04-26,6E2037,Flying
C1194,2024-11-03,6E16232,Flying
C0552,2024-11-30,6E17147,Flying
C1051,2024-11-16,6E5306,Flying
C0005,2024-06-06,6E11729,Flying
C0445,2024-04-29,6E8206,Flying
C0957,2024-03-04,6E3793,Flying
C1099,2024-03-21,6E13088,Standby
C0253,2024-10-22,6E16246,Flying
C0834,2024-03-28,6E5948,Standby
C0988,2024-02-28,6E13790,Standby
C0647,2024-04-24,6E10687,Off
C0934,2024-12-07,6E3542,Standby
C0179,2024-09-27,6E8055,Flying
C0257,2024-09-04,6E2712,Flying
C0757,2024-12-30,6E11956,Flying
C0689,2024-10-03,6E18781,Standby
C0532,2024-03-31,6E6675,Flying
C0355,2024-09-28,6E3839,Flying
C0554,2024-09-05,6E15514,Flying
C1168,2024-02-16,6E8200,Standby
C0595,2024-07-24,6E14195,Flying
C0784,2024-11-19,6E5853,Flying
C0688,2024-12-09,6E3974,Flying
C0992,2024-03-17,6E11597,Flying
C0748,2024-09-17,6E1521,Off
C0713,2024-04-13,6E14250,Flying
C0663,2024-05-01,6E11224,Off
C0798,2024-12-30,6E1724,Standby
C0445,2024-07-18,6E3725,Flying
C0096,2024-11-07,6E12245,Off
C0344,2024-10-21,6E4045,Standby
C0715,2024-12-04,6E5269,Standby
C0244,2024-09-22,6E2842,Standby
C0538,2024-06-15,6E14498,Off
C0276,2024-06-07,6E1132,Standby
C0674,2024-09-02,6E18265,Flying
C1124,2024-03-18,6E10565,Flying
C1114,2024-01-08,6E17174,Flying
C0397,2024-08-26,6E14351,Flying
C0602,2024-05-12,6E5044,Flying
C0041,2024-12-29,6E3421,Flying
C0975,2024-09-18,6E14749,Flying
C0603,2024-11-11,6E14395,Off
C0534,2024-08-09,6E7405,Flying
C0650,2024-12-23,6E2097,Flying
C1074,2024-04-10,6E18716,Flying
C0272,2024-04-14,6E1894,Flying
C0496,2024-05-01,6E10497,Flying
C0964,2024-07-28,6E10163,Flying
C0323,2024-09-11,6E2959,Off
C0193,2024-10-03,6E7851,Flying
C0508,2024-12-22,6E16319,Flying
C1162,2024-07-06,6E4543,Off
C1004,2024-10-25,6E4060,Standby
C0187,2024-06-07,6E18068,Flying
C0870,2024-07-31,6E8162,Flying
C0287,2024-03-15,6E7678,Flying
C0472,2024-03-20,6E17992,Standby
C0088,2024-03-13,6E9468,Standby
C0436,2024-04-24,6E2165,Flying
C0138,2024-10-05,6E12753,Standby
C0879,2024-04-12,6E9427,Standby
C0926,2024-01-23,6E8563,Flying
C0117,2024-11-03,6E10022,Flying
C0847,2024-09-15,6E9622,Flying
C0959,2024-06-25,6E12672,Standby
C0856,2024-03-10,6E13915,Flying
C1087,2024-05-27,6E17366,Flying
C1098,2024-07-25,6E4164,Flying
C0382,2024-04-19,6E3289,Standby
C1044,2024-01-30,6E6922,Off
C1053,2024-09-04,6E6212,Flying
C1186,2024-03-10,6E7223,Flying
C0706,2024-01-29,6E1327,Off
C0822,2024-10-04,6E9211,Flying
C0286,2024-06-16,6E14071,Flying
C0750,2024-03-25,6E4356,Standby
C1075,2024-03-05,6E1865,Flying
C1144,2024-06-06,6E2371,Flying
C0869,2024-09-14,6E18185,Flying
C0650,2024-01-24,6E17720,Off
C0633,2024-09-24,6E7241,Flying
C0566,2024-09-17,6E14036,Standby
C0325,2024-08-13,6E10535,Flying
C0847,2024-01-14,6E11234,Flying
C0023,2024-07-22,6E6917,Flying
C0223,2024-09-11,6E14111,Flying
C0839,2024-10-09,6E13513,Standby
C0788,2024-03-06,6E11885,Standby
C0039,2024-06-25,6E12522,Flying
C0771,2024-02-14,6E7258,Flying
C0927,2024-02-07,6E3044,Flying
C0385,2024-11-09,6E8973,Flying
C1010,2024-12-21,6E16359,Flying
C0705,2024-11-23,6E7032,Flying
C0582,2024-03-06,6E5274,Flying
C0108,2024-04-14,6E6540,Flying
C0771,2024-04-15,6E8193,Flying
C0258,2024-11-05,6E15011,Flying
C0764,2024-06-05,6E12619,Off
C0352,2024-12-10,6E4671,Off
C0276,2024-08-28,6E13948,Flying
C0283,2024-01-04,6E1832,Flying
C0787,2024-05-17,6E8997,Flying
C0319,2024-02-13,6E1095,Standby
C0725,2024-07-27,6E15191,Flying
C0468,2024-03-02,6E4664,Off
C0375,2024-12-15,6E12837,Flying
C1098,2024-01-05,6E4394,Flying
C0150,2024-02-13,6E3916,Off
C1116,2024-03-13,6E12036,Flying
C0652,2024-06-23,6E2170,Flying
C0615,2024-01-14,6E3544,Flying
C0714,2024-01-19,6E7886,Standby
C0240,2024-01-13,6E4592,Standby
C1085,2024-01-21,6E9360,Flying
C0611,2024-10-21,6E7008,Flying
C0236,2024-08-22,6E13683,Standby
C0229,2024-03-06,6E14648,Flying
C0913,2024-10-12,6E15317,Flying
C0756,2024-05-30,6E3981,Standby
C0731,2024-07-10,6E17938,Flying
C0308,2024-06-03,6E5148,Flying
C1080,2024-05-08,6E6079,Standby
C0127,2024-11-22,6E5933,Standby
C0922,2024-05-30,6E17813,Flying
C0736,2024-04-04,6E3440,Flying
C0029,2024-06-05,6E9035,Flying
C0187,2024-11-11,6E9470,Standby
C0149,2024-01-05,6E13773,Flying
C0004,2024-02-02,6E2314,Standby
C0683,2024-04-02,6E13752,Flying
C0083,2024-11-21,6E11548,Flying
C1178,2024-01-07,6E16650,Flying
C0985,2024-09-22,6E9929,Standby
C0919,2024-09-05,6E17370,Flying
C0998,2024-03-13,6E14581,Flying
C0476,2024-05-24,6E17207,Standby
C0331,2024-08-15,6E14625,Off
C0349,2024-05-13,6E4139,Standby
C0468,2024-02-24,6E8752,Flying
C0777,2024-09-23,6E15373,Flying
C0687,2024-12-28,6E3702,Flying
C1137,2024-11-08,6E13725,Flying
C0169,2024-09-08,6E11048,Flying
C0731,2024-06-15,6E10737,Standby
C0254,2024-07-19,6E8774,Flying
C0161,2024-05-23,6E15450,Off
C0846,2024-02-22,6E7051,Flying
C0027,2024-03-31,6E5601,Flying
C0306,2024-09-17,6E1805,Flying
C0571,2024-12-23,6E18744,Flying
C0356,2024-09-20,6E10508,Standby
C0987,2024-01-03,6E12171,Flying
C1179,2024-01-27,6E6159,Off
C0699,2024-02-19,6E10508,Flying
C0696,2024-12-22,6E18671,Flying
C1018,2024-11-05,6E6833,Flying
C0328,2024-02-25,6E10891,Flying
C0469,2024-05-27,6E8494,Standby
C0728,2024-04-06,6E15207,Flying
C0657,2024-04-25,6E16402,Flying
C0378,2024-05-01,6E11065,Flying
C0372,2024-02-19,6E17292,Flying
C0768,2024-04-15,6E17832,Flying
C0326,2024-12-09,6E18973,Standby
C0467,2024-12-05,6E8388,Flying
C1025,2024-10-09,6E3421,Flying
C0678,2024-01-18,6E12180,Flying
C0538,2024-12-18,6E4799,Flying
C0281,2024-05-06,6E17024,Off
C0628,2024-02-01,6E5294,Off
C0497,2024-01-07,6E6199,Flying
C0058,2024-11-29,6E3822,Flying
C0429,2024-06-28,6E1028,Flying
C0022,2024-08-30,6E17822,Flying
C0269,2024-02-09,6E13503,Standby
C0609,2024-08-10,6E1409,Flying
C0055,2024-02-19,6E12180,Flying
C0568,2024-12-16,6E9501,Flying
C0410,2024-03-30,6E14813,Flying
C0490,2024-08-25,6E4954,Flying
C0116,2024-07-16,6E13296,Flying
C0084,2024-08-30,6E6349,Flying
C0294,2024-09-24,6E11339,Standby
C1155,2024-07-06,6E9168,Flying
C0970,2024-04-20,6E16925,Flying
C0467,2024-10-12,6E8598,Standby
C0465,2024-03-28,6E16709,Flying
C0108,2024-08-01,6E4789,Flying
C0565,2024-09-16,6E14231,Off
C0383,2024-01-05,6E11061,Flying
C0791,2024-05-16,6E7737,Flying
C0160,2024-04-28,6E4679,Off
C0230,2024-02-20,6E15925,Standby
C0532,2024-02-22,6E15640,Off
C0390,2024-04-07,6E12136,Flying
C1027,2024-07-18,6E14217,Flying
C0329,2024-08-25,6E16519,Flying
C0033,2024-12-17,6E16550,Off
C0932,2024-06-25,6E6871,Flying
C0832,2024-09-17,6E5926,Flying
C0396,2024-02-01,6E3227,Flying
C0702,2024-05-12,6E14387,Flying
C0282,2024-11-16,6E17781,Flying
C0805,2024-07-16,6E2049,Flying
C1200,2024-06-01,6E10430,Standby
C0139,2024-03-18,6E9707,Standby
C0453,2024-04-21,6E18177,Flying
C0604,2024-03-13,6E14162,Standby
C0350,2024-01-28,6E7896,Standby
C0531,2024-03-28,6E4417,Standby
C0109,2024-07-09,6E8901,Flying
C0723,2024-02-05,6E16739,Standby
C0499,2024-08-18,6E7239,Flying
C0057,2024-12-22,6E5237,Standby
C1119,2024-08-28,6E14333,Flying
C0634,2024-11-07,6E3693,Flying
C0254,2024-03-07,6E10988,Flying
C0849,2024-01-21,6E8420,Flying
C0145,2024-10-21,6E14397,Off
C0783,2024-02-11,6E2302,Standby
C0966,2024-06-12,6E10445,Off
C0168,2024-11-17,6E7823,Standby
C0139,2024-01-17,6E16230,Flying
C0378,2024-02-23,6E10039,Standby
C0269,2024-04-14,6E11517,Flying
C0337,2024-06-01,6E4395,Flying
C1052,2024-01-19,6E3798,Standby
C0466,2024-11-27,6E10602,Standby
C1180,2024-02-24,6E13994,Flying
C0944,2024-08-23,6E17072,Flying
C1040,2024-06-27,6E18829,Standby
C1192,2024-12-11,6E3444,Flying
C0916,2024-10-21,6E11993,Off
C0231,2024-06-07,6E2793,Flying
C0603,2024-07-18,6E13907,Standby
C0353,2024-06-11,6E8533,Flying
C0514,2024-11-20,6E11956,Flying
C0205,2024-05-03,6E1348,Standby
C0384,2024-10-09,6E1716,Flying
C0325,2024-06-03,6E14233,Flying
C0070,2024-09-09,6E11387,Flying
C0562,2024-09-25,6E18200,Flying
C0176,2024-10-05,6E1906,Flying
C0511,2024-03-05,6E10219,Flying
C1176,2024-04-23,6E13842,Flying
C0721,2024-08-07,6E10934,Flying
C0393,2024-09-02,6E16075,Flying
C0245,2024-03-19,6E5126,Flying
C1146,2024-11-28,6E17257,Flying
C1192,2024-03-09,6E5619,Flying
C0936,2024-08-18,6E12860,Flying
C0130,2024-12-11,6E2391,Standby
C0585,2024-07-17,6E15749,Flying
C0609,2024-08-14,6E3731,Flying
C1043,2024-05-29,6E17241,Flying
C0673,2024-09-01,6E18226,Standby
C0504,2024-01-01,6E1839,Flying
C0749,2024-05-22,6E5472,Flying
C0542,2024-04-03,6E13693,Flying
C0999,2024-03-07,6E1547,Flying
C1141,2024-01-05,6E18538,Standby
C0898,2024-07-14,6E5173,Flying
C0003,2024-07-02,6E17867,Flying
C0902,2024-10-07,6E17804,Flying
C0160,2024-11-26,6E17310,Flying
C0895,2024-03-02,6E2067,Off
C0828,2024-05-21,6E8783,Flying
C0067,2024-03-29,6E14243,Flying
C1119,2024-01-27,6E18075,Standby
C0580,2024-08-08,6E12393,Off
C0241,2024-02-21,6E13176,Flying
C1041,2024-09-12,6E12508,Flying
C0749,2024-08-20,6E11467,Flying
C0415,2024-01-01,6E15547,Flying
C0221,2024-10-28,6E18053,Flying
C0715,2024-11-13,6E15145,Standby
C0701,2024-11-07,6E13698,Flying
C0864,2024-07-10,6E14204,Off
C1064,2024-10-03,6E5824,Flying
C1155,2024-04-13,6E1388,Flying
C0690,2024-04-10,6E5841,Flying
C1153,2024-08-13,6E3066,Flying
C0192,2024-11-17,6E13520,Flying
C0425,2024-01-18,6E4078,Flying
C0456,2024-01-15,6E1854,Flying
C0811,2024-06-22,6E18535,Flying
C1199,2024-02-02,6E1040,Flying
C1117,2024-08-31,6E7732,Flying
C0893,2024-09-23,6E4802,Flying
C0606,2024-08-08,6E14772,Flying
C0434,2024-01-29,6E10150,Flying
C0748,2024-01-08,6E14457,Flying
C1148,2024-01-30,6E5909,Flying
C0725,2024-12-28,6E8646,Standby
C0669,2024-11-04,6E18450,Flying
C0925,2024-03-14,6E9911,Flying
C0080,2024-09-18,6E2073,Flying
C0371,2024-10-27,6E4348,Flying
C1119,2024-03-03,6E9221,Standby
C0865,2024-05-08,6E4968,Flying
C0122,2024-01-09,6E6828,Flying
C0834,2024-11-01,6E13103,Flying
C1068,2024-06-28,6E5308,Flying
C0260,2024-11-06,6E2169,Standby
C0807,2024-09-28,6E9674,Flying
C0817,2024-01-03,6E7591,Standby
C0261,2024-01-02,6E12347,Flying
C0557,2024-04-03,6E17299,Off
C1084,2024-09-05,6E17675,Flying
C0548,2024-05-25,6E14702,Flying
C0937,2024-11-12,6E16204,Flying
C1034,2024-02-28,6E12235,Flying
C0804,2024-01-03,6E3828,Flying
C0103,2024-01-06,6E4020,Flying
C0910,2024-04-24,6E12086,Flying
C0844,2024-04-19,6E12259,Flying
C1135,2024-09-25,6E13719,Standby
C0785,2024-01-15,6E3738,Flying
C0533,2024-03-26,6E4003,Standby
C0501,2024-03-23,6E5489,Flying
C0097,2024-08-29,6E15059,Standby
C0822,2024-07-24,6E7168,Flying
C0397,2024-03-27,6E15524,Flying
C0562,2024-01-25,6E8236,Flying
C0496,2024-06-09,6E1452,Standby
C0257,2024-07-11,6E4118,Flying
C0205,2024-11-16,6E4708,Flying
C0499,2024-04-26,6E9774,Flying
C0192,2024-02-21,6E7999,Flying
C1148,2024-01-15,6E1455,Standby
C1150,2024-02-20,6E14725,Standby
C0193,2024-05-06,6E13062,Flying
C0238,2024-11-13,6E12663,Flying
C0225,2024-12-12,6E5443,Flying
C0773,2024-02-29,6E10408,Flying
C0965,2024-10-12,6E12709,Flying
C0619,2024-07-19,6E16090,Flying
C1114,2024-03-29,6E14782,Flying
C0057,2024-02-03,6E18247,Flying
C0520,2024-04-13,6E9446,Off
C0873,2024-10-22,6E7236,Standby
C0395,2024-01-11,6E9762,Flying
C0958,2024-07-25,6E13552,Flying
C0158,2024-10-11,6E10054,Flying
C0127,2024-08-09,6E3838,Standby
C0984,2024-01-11,6E3925,Standby
C0237,2024-07-09,6E3132,Flying
C0333,2024-07-22,6E12027,Flying
C1060,2024-08-09,6E8020,Flying
C0625,2024-02-28,6E15392,Flying
C1179,2024-03-31,6E1915,Standby
C0910,2024-10-18,6E1379,Flying
C0118,2024-05-22,6E9396,Off
C0485,2024-07-19,6E16009,Flying
C0816,2024-04-04,6E7071,Standby
C0421,2024-08-04,6E8795,Flying
C0810,2024-02-29,6E5670,Off
C0411,2024-09-27,6E3205,Flying
C0322,2024-02-03,6E1195,Flying
C0303,2024-07-08,6E16094,Off
C0844,2024-01-16,6E12779,Standby
C0524,2024-10-15,6E8637,Flying
C0451,2024-05-05,6E15154,Flying
C0538,2024-04-02,6E6628,Flying
C0411,2024-02-01,6E3911,Flying
C0109,2024-03-19,6E4913,Flying
C1187,2024-07-31,6E16082,Flying
C1037,2024-01-28,6E5842,Flying
C1151,2024-05-21,6E15334,Flying
C0758,2024-10-03,6E12511,Off
C0824,2024-08-03,6E12258,Off
C0453,2024-04-08,6E3437,Standby
C0171,2024-11-22,6E16474,Flying
C0762,2024-06-07,6E13256,Flying
C0339,2024-01-22,6E15093,Flying
C0059,2024-01-25,6E15579,Off
C0507,2024-02-15,6E2255,Flying
C0480,2024-02-11,6E7789,Flying
C0669,2024-02-02,6E18042,Standby
C0945,2024-04-09,6E1244,Standby
C1024,2024-12-11,6E13394,Flying
C0448,2024-10-29,6E2221,Flying
C0883,2024-03-10,6E6261,Flying
C1158,2024-11-07,6E6197,Flying
C0213,2024-06-01,6E18757,Flying
C0099,2024-11-09,6E13076,Flying
C0658,2024-07-20,6E2191,Flying
C1073,2024-12-21,6E14717,Flying
C0175,2024-02-17,6E10090,Flying
C0901,2024-11-02,6E3460,Flying
C0805,2024-04-16,6E1047,Flying
C0489,2024-07-20,6E8405,Flying
C1030,2024-08-13,6E13807,Flying
C0554,2024-04-13,6E18072,Flying
C0528,2024-11-05,6E4204,Flying
C0728,2024-03-05,6E12952,Flying
C0073,2024-11-03,6E10413,Standby
C0067,2024-05-26,6E6646,Flying
C0593,2024-01-06,6E9281,Flying
C0027,2024-05-17,6E1620,Standby
C0576,2024-04-29,6E4604,Flying
C0434,2024-06-19,6E18928,Flying
C0056,2024-02-24,6E9622,Flying
C0267,2024-04-28,6E14675,Standby
C0769,2024-09-02,6E1317,Flying
C0549,2024-08-19,6E11072,Off
C0101,2024-05-16,6E1705,Flying
C0645,2024-11-16,6E1617,Standby
C0468,2024-06-27,6E3919,Flying
C0023,2024-07-02,6E18039,Flying
C0697,2024-07-27,6E9866,Flying
C0327,2024-08-20,6E5683,Standby
C0577,2024-05-19,6E1534,Off
C0921,2024-02-15,6E10744,Flying
C0659,2024-12-26,6E15349,Flying
C0537,2024-12-24,6E8264,Flying
C0380,2024-09-28,6E18583,Flying
C0850,2024-03-18,6E14317,Flying
C0126,2024-02-16,6E15102,Standby
C0442,2024-02-26,6E17687,Flying
C0829,2024-03-03,6E8856,Standby
C0044,2024-10-12,6E14799,Flying
C0661,2024-08-24,6E1677,Off
C0199,2024-03-24,6E8861,Flying
C0653,2024-01-05,6E18424,Standby
C0308,2024-05-22,6E17149,Flying
C1113,2024-10-13,6E12967,Standby
C1198,2024-03-17,6E16342,Flying
C0474,2024-01-11,6E5364,Flying
C0236,2024-09-12,6E4028,Flying
C0225,2024-02-20,6E3222,Flying
C0360,2024-05-21,6E7661,Flying
C0424,2024-12-02,6E9761,Off
C1015,2024-03-06,6E3599,Flying
C1078,2024-04-12,6E12991,Flying
C0667,2024-06-28,6E13246,Flying
C0335,2024-04-03,6E9083,Flying
C0899,2024-03-05,6E9831,Flying
C0605,2024-01-06,6E15131,Flying
C0095,2024-07-25,6E18784,Standby
C0315,2024-08-05,6E1342,Flying
C0488,2024-11-13,6E7384,Standby
C0888,2024-07-05,6E11090,Standby
C1042,2024-06-29,6E13397,Standby
C0664,2024-09-23,6E18979,Flying
C0829,2024-04-16,6E3428,Standby
C0637,2024-04-21,6E18630,Flying
C0886,2024-05-17,6E13805,Flying
C0953,2024-01-04,6E1623,Standby
C0687,2024-08-05,6E14516,Flying
C0221,2024-11-05,6E3843,Standby
C0880,2024-12-29,6E13816,Flying
C0037,2024-03-26,6E7622,Flying
C1167,2024-03-02,6E3057,Standby
C0972,2024-01-29,6E16518,Flying
C1024,2024-07-25,6E11810,Flying
C0205,2024-10-15,6E2958,Flying
C0271,2024-11-10,6E10449,Flying
C0182,2024-07-30,6E15469,Flying
C0631,2024-09-02,6E7142,Flying
C0574,2024-05-22,6E10064,Flying
C0281,2024-09-05,6E1660,Flying
C1036,2024-05-10,6E4983,Flying
C0637,2024-01-28,6E4224,Flying
C0858,2024-04-25,6E9614,Flying
C0293,2024-08-27,6E11787,Off
C0137,2024-06-18,6E10377,Off
C0197,2024-01-15,6E3096,Standby
C0455,2024-02-09,6E4659,Standby
C1119,2024-02-03,6E15931,Flying
C0613,2024-02-05,6E17955,Standby
C0007,2024-10-09,6E15796,Flying
C0389,2024-08-29,6E11913,Flying
C1149,2024-05-10,6E3847,Flying
C0677,2024-05-10,6E18846,Flying
C0987,2024-03-27,6E18692,Flying
C0513,2024-07-15,6E4994,Flying
C0718,2024-11-17,6E16308,Flying
C0501,2024-07-06,6E5733,Flying
C0444,2024-05-04,6E14040,Flying
C0476,2024-05-09,6E18255,Flying
C0809,2024-04-24,6E7285,Flying
C0904,2024-11-17,6E12253,Standby
C1005,2024-04-09,6E5603,Flying
C0041,2024-07-24,6E9065,Standby
C0379,2024-09-24,6E17390,Flying
C0093,2024-01-30,6E12088,Flying
C1128,2024-04-05,6E10376,Flying
C0365,2024-09-10,6E13309,Flying
C1194,2024-10-02,6E7138,Standby
C0258,2024-12-27,6E18452,Flying
C0990,2024-08-30,6E16495,Flying
C0916,2024-03-19,6E18268,Standby
C0030,2024-07-09,6E7277,Standby
C1106,2024-11-29,6E12229,Flying
C0286,2024-06-02,6E4534,Standby
C0355,2024-11-08,6E11299,Standby
C0535,2024-07-29,6E4085,Flying
C1019,2024-11-11,6E3842,Off
C0941,2024-01-20,6E10410,Standby
C0305,2024-04-24,6E15475,Flying
C0375,2024-10-08,6E6226,Flying
C0253,2024-10-05,6E14250,Off
C0816,2024-01-14,6E8696,Standby
C1068,2024-03-26,6E18018,Standby
C0752,2024-08-09,6E15993,Off
C0893,2024-04-01,6E18850,Flying
C0553,2024-02-07,6E11000,Flying
C0667,2024-10-22,6E16721,Flying
C0480,2024-07-03,6E1040,Off
C0610,2024-01-30,6E10479,Flying
C0057,2024-08-30,6E3418,Off
C1194,2024-09-04,6E17272,Flying
C0780,2024-08-14,6E1462,Standby
C0850,2024-02-24,6E4461,Flying
C0572,2024-12-19,6E16174,Flying
C0576,2024-04-18,6E9543,Flying
C0772,2024-07-21,6E13271,Flying
C0941,2024-11-28,6E14704,Standby
C1085,2024-03-06,6E1339,Flying
C0244,2024-06-12,6E9745,Flying
C0415,2024-06-06,6E11028,Flying
C0671,2024-07-25,6E17934,Flying
C0554,2024-12-08,6E13353,Flying
C0944,2024-12-20,6E2087,Flying
C1044,2024-12-30,6E12429,Flying
C1136,2024-12-02,6E16754,Flying
C0724,2024-07-28,6E3696,Standby
C0608,2024-06-08,6E16980,Flying
C1040,2024-01-16,6E17938,Standby
C0507,2024-11-16,6E17830,Flying
C1081,2024-05-21,6E16338,Flying
C0735,2024-03-06,6E4415,Standby
C1037,2024-07-16,6E7175,Flying
C0363,2024-02-13,6E10283,Flying
C0547,2024-05-15,6E18510,Flying
C1193,2024-03-28,6E7790,Flying
C0332,2024-07-04,6E8981,Flying
C1014,2024-02-08,6E18211,Flying
C1016,2024-11-01,6E18471,Standby
C0837,2024-01-31,6E5969,Standby
C1183,2024-03-04,6E16874,Flying
C0098,2024-03-25,6E14800,Flying
C0011,2024-05-27,6E5187,Flying
C0214,2024-09-14,6E17829,Flying
C0040,2024-10-25,6E4065,Flying
C0439,2024-09-12,6E13574,Flying
C0431,2024-02-09,6E1680,Flying
C0988,2024-02-27,6E3581,Standby
C0445,2024-12-05,6E5104,Flying
C0034,2024-04-22,6E15494,Standby
C0062,2024-03-26,6E3191,Flying
C1103,2024-09-25,6E6013,Standby
C0978,2024-05-02,6E18133,Flying
C1197,2024-04-17,6E5213,Flying
C0607,2024-09-03,6E10907,Flying
C0307,2024-08-10,6E17058,Flying
C0353,2024-08-22,6E12230,Standby
C1082,2024-09-01,6E7284,Flying
C0123,2024-08-09,6E11971,Standby
C0003,2024-05-03,6E17880,Flying
C1047,2024-08-24,6E6030,Flying
C0815,2024-11-24,6E15406,Flying
C1072,2024-06-18,6E3776,Flying
C0253,2024-09-01,6E6113,Flying
C1112,2024-02-01,6E18839,Flying
C0310,2024-10-22,6E17674,Flying
C0532,2024-03-16,6E12070,Standby
C0197,2024-07-22,6E14642,Flying
C0936,2024-03-31,6E3913,Flying
C0463,2024-10-28,6E3107,Flying
C0023,2024-01-26,6E18167,Flying
C0700,2024-04-16,6E6938,Flying
C1191,2024-09-26,6E15301,Off
C1192,2024-07-24,6E6116,Flying
C0813,2024-04-07,6E13580,Flying
C0037,2024-06-30,6E9219,Flying
C0406,2024-01-08,6E4681,Flying
C1076,2024-06-15,6E3324,Off
C1038,2024-01-15,6E15170,Flying
C0530,2024-09-16,6E11824,Flying
C1138,2024-07-11,6E17527,Flying
C0783,2024-06-11,6E17266,Flying
C0805,2024-01-06,6E5109,Flying
C0386,2024-04-24,6E11154,Standby
C0119,2024-03-06,6E4918,Flying
C0032,2024-08-26,6E10173,Flying
C0748,2024-04-04,6E2833,Flying
C0753,2024-06-29,6E9701,Off
C0246,2024-07-29,6E2218,Off
C0317,2024-01-19,6E4116,Flying
