Crew_ID,Date,Standby_Type,Utilized
C0655,2024-05-02,Home,No
C0268,2024-09-30,Home,Yes
C0466,2024-11-21,Home,No
C0737,2024-09-02,Airport,No
C0954,2024-06-20,Home,Yes
C1008,2024-08-04,Airport,Yes
C0548,2024-02-12,Airport,Yes
C0095,2024-03-15,Home,No
C0084,2024-10-17,Airport,Yes
C0924,2024-05-21,Airport,No
C0603,2024-04-04,Airport,Yes
C0845,2024-12-15,Home,No
C1109,2024-07-31,Airport,Yes
C0387,2024-02-18,Home,Yes
C0310,2024-11-18,Airport,No
C0677,2024-07-31,Home,No
C0564,2024-03-27,Airport,No
C0171,2024-01-10,Airport,Yes
C1095,2024-07-06,Airport,No
C0054,2024-02-01,Home,Yes
C0417,2024-08-13,Airport,No
C0835,2024-02-26,Home,No
C0133,2024-03-15,Home,Yes
C0898,2024-08-06,Home,No
C0710,2024-01-29,Airport,No
C0255,2024-03-07,Airport,Yes
C0890,2024-10-06,Home,Yes
C0103,2024-06-03,Airport,Yes
C0276,2024-07-26,Airport,No
C0513,2024-09-27,Airport,No
C0546,2024-12-04,Airport,Yes
C0359,2024-01-28,Home,No
C0948,2024-04-17,Home,Yes
C0117,2024-11-21,Home,No
C0308,2024-04-28,Home,No
C1035,2024-01-01,Airport,Yes
C0956,2024-12-23,Home,Yes
C0597,2024-10-10,Home,Yes
C0804,2024-01-02,Home,No
C0646,2024-10-31,Airport,No
C0346,2024-11-20,Airport,No
C0216,2024-04-25,Home,Yes
C0570,2024-11-13,Home,Yes
C1128,2024-05-14,Home,Yes
C0369,2024-05-15,Airport,Yes
C0986,2024-06-25,Home,Yes
C0410,2024-04-21,Airport,No
C0420,2024-04-01,Airport,No
C1172,2024-05-05,Home,Yes
C0544,2024-07-10,Airport,Yes
C1002,2024-05-30,Home,No
C0990,2024-03-26,Home,No
C0091,2024-06-01,Home,No
C1109,2024-06-09,Home,No
C1104,2024-04-06,Airport,Yes
C0142,2024-12-30,Home,No
C0574,2024-05-21,Airport,Yes
C1098,2024-05-08,Home,Yes
C0604,2024-09-08,Home,No
C0758,2024-02-24,Home,No
C0403,2024-12-24,Airport,Yes
C0360,2024-05-31,Home,Yes
C1106,2024-05-19,Home,Yes
C0988,2024-01-13,Airport,No
C0957,2024-10-05,Airport,Yes
C0085,2024-07-14,Airport,Yes
C0604,2024-08-17,Home,No
C0656,2024-04-05,Home,Yes
C0595,2024-12-28,Home,No
C0257,2024-07-05,Airport,Yes
C0413,2024-09-07,Home,Yes
C0406,2024-07-11,Airport,Yes
C0672,2024-11-04,Home,No
C0594,2024-05-19,Airport,Yes
C0317,2024-01-07,Home,No
C0436,2024-12-24,Airport,Yes
C0840,2024-02-20,Airport,No
C0108,2024-02-19,Home,No
C1038,2024-03-03,Airport,Yes
C0936,2024-04-15,Home,Yes
C0320,2024-05-07,Home,Yes
C1159,2024-10-26,Home,Yes
C0151,2024-05-16,Home,Yes
C0089,2024-08-20,Home,Yes
C1137,2024-08-01,Airport,No
C0263,2024-02-19,Home,Yes
C1121,2024-04-28,Home,No
C0076,2024-07-22,Airport,Yes
C1121,2024-11-22,Airport,No
C0111,2024-06-13,Home,Yes
C0747,2024-12-12,Home,Yes
C1069,2024-06-05,Home,No
C0004,2024-10-16,Home,No
C1128,2024-04-09,Airport,No
C0803,2024-04-04,Home,No
C0234,2024-03-01,Airport,Yes
C1081,2024-08-08,Home,No
C0099,2024-07-17,Home,No
C0100,2024-02-26,Home,No
C0392,2024-01-18,Airport,No
C0076,2024-01-12,Home,Yes
C0843,2024-02-01,Home,Yes
C0758,2024-01-10,Airport,No
C0365,2024-11-08,Home,No
C0375,2024-04-08,Home,No
C0451,2024-05-18,Airport,No
C0622,2024-08-07,Home,Yes
C0059,2024-03-20,Home,No
C0014,2024-11-02,Airport,Yes
C0705,2024-06-17,Home,No
C0946,2024-06-13,Home,No
C0723,2024-04-04,Airport,Yes
C0902,2024-10-09,Airport,No
C0378,2024-06-08,Airport,Yes
C0333,2024-04-21,Airport,Yes
C0249,2024-02-01,Home,No
C0299,2024-09-15,Home,Yes
C0196,2024-09-12,Home,Yes
C0946,2024-03-17,Home,Yes
C0088,2024-08-17,Home,Yes
C0101,2024-12-03,Home,Yes
C0873,2024-01-05,Airport,Yes
C0352,2024-07-19,Home,Yes
C0678,2024-09-17,Airport,Yes
C0727,2024-06-15,Airport,No
C1109,2024-10-29,Airport,Yes
C0155,2024-11-04,Home,No
C0817,2024-11-30,Airport,No
C0702,2024-08-29,Home,No
C0524,2024-11-02,Airport,No
C0309,2024-12-07,Home,No
C0267,2024-08-10,Home,No
C0689,2024-12-06,Home,Yes
C0252,2024-03-09,Airport,Yes
C0114,2024-06-08,Home,Yes
C0765,2024-09-23,Airport,No
C0908,2024-12-01,Airport,Yes
C0643,2024-10-08,Home,Yes
C0345,2024-11-10,Home,No
C0184,2024-04-05,Home,No
C0324,2024-08-10,Home,Yes
C0009,2024-03-20,Home,Yes
C0913,2024-05-01,Airport,Yes
C0337,2024-09-15,Home,Yes
C1128,2024-07-30,Home,Yes
C0482,2024-09-28,Home,No
C0479,2024-09-21,Airport,Yes
C0348,2024-09-01,Home,Yes
C1144,2024-06-25,Home,No
C0752,2024-01-31,Airport,Yes
C0244,2024-10-03,Home,No
C0612,2024-03-15,Home,No
C1122,2024-03-31,Home,Yes
C0506,2024-05-04,Home,Yes
C0715,2024-03-06,Airport,No
C0443,2024-10-20,Home,No
C0182,2024-11-12,Airport,No
C0277,2024-11-24,Airport,Yes
C1063,2024-08-01,Home,Yes
C0487,2024-12-24,Airport,No
C1071,2024-01-29,Home,Yes
C1095,2024-06-15,Airport,No
C0158,2024-01-08,Airport,Yes
C0304,2024-02-29,Home,No
C1193,2024-12-19,Airport,Yes
C0021,2024-07-02,Home,No
C0670,2024-07-12,Airport,No
C0491,2024-03-28,Home,Yes
C0744,2024-08-05,Airport,Yes
C0102,2024-04-07,Airport,Yes
C0298,2024-06-15,Airport,No
C1043,2024-11-08,Airport,No
C0116,2024-10-27,Airport,No
C1189,2024-09-15,Home,No
C0665,2024-11-20,Home,Yes
C0581,2024-11-17,Home,No
C0530,2024-07-01,Home,No
C0750,2024-02-15,Airport,Yes
C1100,2024-04-03,Home,No
C1169,2024-10-03,Home,No
C0527,2024-04-01,Home,Yes
C0273,2024-11-07,Home,No
C0206,2024-03-09,Home,No
C1181,2024-03-24,Home,Yes
C0801,2024-12-01,Home,No
C0035,2024-02-16,Airport,Yes
C0652,2024-06-05,Home,Yes
C0689,2024-02-01,Airport,Yes
C0437,2024-05-12,Airport,Yes
C0939,2024-03-09,Home,Yes
C0389,2024-12-01,Home,No
C1103,2024-11-06,Airport,No
C1197,2024-11-14,Home,Yes
C0099,2024-08-10,Home,No
C1058,2024-11-03,Home,Yes
C0194,2024-11-20,Airport,Yes
C0129,2024-08-08,Home,Yes
C0261,2024-01-30,Airport,No
C0642,2024-06-14,Home,No
C0666,2024-03-17,Home,Yes
C0941,2024-08-12,Airport,No
C1104,2024-02-21,Airport,No
C0845,2024-10-21,Airport,No
C0061,2024-11-03,Airport,Yes
C0773,2024-09-23,Home,No
C1146,2024-04-08,Airport,Yes
C0846,2024-01-20,Home,Yes
C0722,2024-11-02,Airport,No
C0435,2024-11-16,Airport,Yes
C0171,2024-02-15,Airport,Yes
C0425,2024-01-18,Home,No
C0887,2024-11-03,Airport,No
C0466,2024-04-19,Airport,Yes
C0713,2024-12-23,Airport,Yes
C0809,2024-01-31,Home,Yes
C0449,2024-03-29,Home,No
C1106,2024-08-30,Airport,No
C0036,2024-09-13,Home,Yes
C0788,2024-05-13,Home,Yes
C0844,2024-09-29,Home,No
C1002,2024-05-03,Airport,Yes
C0843,2024-01-09,Home,Yes
C0149,2024-03-05,Airport,No
C0894,2024-09-27,Airport,No
C0400,2024-11-07,Home,Yes
C0259,2024-05-07,Home,No
C0792,2024-06-26,Airport,Yes
C1188,2024-07-11,Home,No
C0193,2024-11-02,Home,No
C0231,2024-03-10,Home,Yes
C0049,2024-05-27,Home,No
C0114,2024-03-22,Airport,No
C0590,2024-10-13,Home,No
C0418,2024-09-06,Airport,Yes
C0063,2024-08-30,Home,Yes
C0058,2024-01-18,Airport,Yes
C0229,2024-12-24,Airport,No
C0395,2024-10-17,Home,No
C0643,2024-05-10,Airport,Yes
C0475,2024-10-11,Airport,Yes
C0763,2024-02-08,Airport,No
C0684,2024-06-28,Airport,No
C0029,2024-02-08,Airport,Yes
C0789,2024-11-09,Airport,Yes
C0533,2024-08-15,Airport,No
C0152,2024-05-01,Home,No
C0652,2024-02-25,Airport,No
C0211,2024-11-09,Airport,Yes
C1043,2024-05-11,Home,No
C0868,2024-02-26,Airport,No
C0005,2024-11-11,Home,Yes
C0715,2024-12-22,Airport,No
C1113,2024-03-05,Home,No
C0248,2024-08-26,Home,No
C0844,2024-01-15,Home,No
C0336,2024-01-10,Home,Yes
C0755,2024-01-20,Airport,Yes
C0238,2024-12-22,Airport,Yes
C0235,2024-07-31,Home,No
C0627,2024-04-18,Airport,Yes
C1141,2024-04-04,Airport,Yes
C1122,2024-12-16,Home,No
C0802,2024-04-11,Home,Yes
C0119,2024-02-20,Airport,Yes
C0360,2024-01-13,Home,No
C0223,2024-04-30,Home,Yes
C1077,2024-09-22,Airport,No
C0827,2024-09-12,Airport,Yes
C0330,2024-09-12,Home,Yes
C0969,2024-06-04,Airport,Yes
C0492,2024-11-30,Airport,No
C0695,2024-10-11,Home,No
C0582,2024-05-03,Home,Yes
C0533,2024-11-16,Home,No
C0630,2024-08-02,Home,No
C0320,2024-10-07,Airport,No
C1008,2024-12-23,Airport,Yes
C0098,2024-07-05,Home,No
C0393,2024-11-02,Airport,Yes
C0621,2024-03-21,Home,Yes
C1160,2024-11-23,Home,Yes
C0244,2024-07-19,Airport,Yes
C0064,2024-04-16,Home,No
C0724,2024-12-23,Airport,No
C0818,2024-06-01,Home,Yes
C0657,2024-01-28,Home,Yes
C0656,2024-02-14,Home,Yes
C0463,2024-06-12,Home,Yes
C0909,2024-05-24,Airport,Yes
C0709,2024-07-14,Airport,Yes
C1166,2024-01-27,Home,No
C0914,2024-05-27,Home,Yes
C1058,2024-12-29,Home,No
C0203,2024-11-14,Home,Yes
C0802,2024-05-23,Home,Yes
C1001,2024-08-25,Airport,No
C0208,2024-12-17,Home,No
C0168,2024-09-29,Home,Yes
C0611,2024-11-26,Airport,No
C0152,2024-09-24,Home,No
C0367,2024-08-04,Home,Yes
C0738,2024-02-06,Home,No
C0920,2024-10-26,Home,Yes
C0488,2024-08-13,Home,Yes
C0907,2024-02-27,Airport,No
C0864,2024-07-27,Home,Yes
C0261,2024-03-24,Home,Yes
C0602,2024-09-15,Home,Yes
C0294,2024-12-13,Home,No
C0611,2024-05-07,Airport,Yes
C1116,2024-02-16,Home,Yes
C0460,2024-08-17,Airport,Yes
C0921,2024-04-30,Home,No
C1023,2024-03-26,Home,Yes
C0479,2024-02-26,Home,No
C1166,2024-01-13,Home,Yes
C0746,2024-09-16,Home,Yes
C0057,2024-08-24,Home,Yes
C0158,2024-08-03,Home,Yes
C1191,2024-09-22,Airport,No
C0953,2024-04-15,Home,No
C0640,2024-07-12,Airport,Yes
C0949,2024-07-26,Airport,Yes
C1182,2024-07-20,Airport,No
C1020,2024-09-03,Home,Yes
C1112,2024-05-16,Airport,No
C0641,2024-09-03,Home,No
C1075,2024-08-05,Airport,Yes
C0197,2024-03-02,Home,Yes
C0089,2024-05-14,Home,Yes
C0573,2024-09-28,Airport,Yes
C0400,2024-11-13,Home,No
C0572,2024-09-14,Airport,No
C0893,2024-10-20,Home,Yes
C0427,2024-03-18,Airport,No
C0437,2024-07-18,Airport,Yes
C1015,2024-09-08,Home,Yes
C0086,2024-03-17,Airport,No
C0784,2024-04-12,Home,Yes
C0147,2024-11-02,Airport,Yes
C0661,2024-03-10,Home,Yes
C1159,2024-04-01,Airport,Yes
C0189,2024-10-06,Home,No
C1097,2024-05-31,Home,No
C0513,2024-09-19,Home,No
C0438,2024-01-01,Home,No
C0379,2024-08-30,Home,No
C0683,2024-02-21,Airport,Yes
C0587,2024-08-21,Home,Yes
C0920,2024-09-24,Home,Yes
C1178,2024-01-28,Airport,Yes
C0766,2024-04-13,Home,No
C0862,2024-10-20,Home,No
C0326,2024-08-07,Home,Yes
C0385,2024-10-08,Home,No
C0640,2024-08-14,Home,Yes
C0638,2024-05-25,Airport,Yes
C0274,2024-02-26,Home,No
C0914,2024-11-08,Home,Yes
C0247,2024-02-19,Airport,Yes
C0147,2024-01-10,Airport,Yes
C0969,2024-02-16,Home,Yes
C0654,2024-05-23,Airport,No
C0826,2024-11-23,Home,Yes
C0551,2024-11-11,Home,No
C0841,2024-07-17,Home,No
C0388,2024-03-17,Airport,No
C0985,2024-11-05,Home,Yes
C0423,2024-02-28,Home,Yes
C0397,2024-02-13,Airport,No
C0051,2024-02-17,Home,Yes
C0896,2024-08-26,Home,Yes
C0694,2024-07-21,Home,No
C0822,2024-11-04,Home,Yes
C0331,2024-03-09,Airport,Yes
C0668,2024-06-05,Home,No
C0988,2024-12-08,Home,No
C1183,2024-11-03,Home,No
C0056,2024-02-06,Home,No
C0521,2024-05-01,Airport,Yes
C0863,2024-08-13,Airport,Yes
C0762,2024-10-16,Airport,No
C0991,2024-01-17,Airport,Yes
C0981,2024-02-18,Airport,No
C0302,2024-01-13,Home,No
C0659,2024-07-10,Home,No
C0213,2024-04-04,Home,Yes
C0862,2024-09-01,Airport,No
C0869,2024-07-27,Airport,Yes
C0333,2024-10-30,Home,No
C0499,2024-08-25,Airport,Yes
C0435,2024-03-20,Airport,No
C0577,2024-08-05,Airport,No
C1158,2024-05-31,Airport,No
C0316,2024-04-04,Home,No
C0478,2024-06-14,Home,No
C0403,2024-01-04,Home,No
C0839,2024-09-18,Home,Yes
C0398,2024-06-10,Home,Yes
C0254,2024-09-11,Home,Yes
C0167,2024-05-25,Home,No
C0590,2024-10-20,Home,No
C0642,2024-04-10,Airport,No
C0557,2024-07-27,Airport,Yes
C0589,2024-02-01,Airport,Yes
C0190,2024-08-27,Home,Yes
C0381,2024-04-22,Airport,No
C0781,2024-03-03,Airport,Yes
C0440,2024-05-29,Home,Yes
C0405,2024-12-30,Home,No
C0795,2024-05-03,Home,No
C0286,2024-02-04,Home,Yes
C1048,2024-09-03,Airport,No
C0179,2024-05-18,Home,Yes
C0860,2024-10-02,Airport,No
C0330,2024-03-14,Airport,Yes
C0110,2024-01-28,Home,No
C0861,2024-11-11,Airport,No
C0531,2024-06-15,Airport,Yes
C0273,2024-08-11,Airport,No
C0437,2024-04-26,Home,No
C0930,2024-11-22,Airport,Yes
C0630,2024-07-04,Airport,Yes
C0488,2024-05-14,Airport,Yes
C0391,2024-03-09,Airport,Yes
C0146,2024-02-20,Airport,Yes
C0929,2024-11-25,Home,Yes
C0523,2024-01-21,Airport,Yes
C0980,2024-01-17,Home,Yes
C0746,2024-11-29,Airport,Yes
C0999,2024-11-07,Home,No
C0567,2024-04-03,Home,Yes
C0362,2024-08-31,Home,No
C0527,2024-03-31,Airport,Yes
C0900,2024-01-04,Home,Yes
C0934,2024-07-09,Airport,No
C1145,2024-06-02,Airport,Yes
C0174,2024-09-13,Home,Yes
C1127,2024-08-28,Airport,No
C0382,2024-09-02,Home,Yes
C1087,2024-11-19,Home,No
C0220,2024-05-01,Home,No
C0934,2024-03-23,Airport,Yes
C0646,2024-04-19,Airport,Yes
C0354,2024-06-15,Home,Yes
C0377,2024-11-12,Airport,Yes
C1169,2024-08-19,Home,Yes
C0503,2024-05-15,Airport,Yes
C0115,2024-12-14,Home,No
C0642,2024-05-05,Home,Yes
C0223,2024-06-08,Airport,Yes
C1003,2024-10-01,Airport,Yes
C0534,2024-09-12,Home,Yes
C0508,2024-05-25,Airport,Yes
C0651,2024-07-08,Airport,No
C0016,2024-09-10,Home,No
C0354,2024-12-11,Home,No
C0480,2024-01-30,Airport,No
C1142,2024-02-13,Home,Yes
C1187,2024-06-23,Airport,Yes
C0204,2024-03-02,Home,No
C0517,2024-07-07,Home,Yes
C0397,2024-06-30,Home,No
C0656,2024-01-09,Airport,No
C0991,2024-07-21,Airport,Yes
C0697,2024-10-03,Home,No
C0167,2024-04-04,Airport,Yes
C0096,2024-04-05,Home,Yes
C1135,2024-02-10,Home,Yes
C0673,2024-09-28,Home,Yes
C1143,2024-08-26,Home,Yes
C0422,2024-07-22,Home,No
C0729,2024-01-10,Airport,Yes
C0352,2024-07-16,Home,No
C0420,2024-04-10,Airport,Yes
C0495,2024-12-05,Home,Yes
C0680,2024-10-17,Airport,No
C0579,2024-08-18,Home,Yes
C0877,2024-11-26,Airport,Yes
C0762,2024-01-02,Airport,No
C0713,2024-10-01,Home,No
C0082,2024-11-09,Airport,Yes
C0487,2024-07-08,Home,Yes
C0506,2024-05-09,Home,Yes
C0993,2024-09-30,Airport,Yes
C0688,2024-06-06,Home,No
C0845,2024-09-09,Home,Yes
C1036,2024-10-03,Home,Yes
C1040,2024-03-06,Airport,No
C0788,2024-09-02,Home,Yes
C0099,2024-10-11,Airport,No
C0212,2024-12-12,Airport,No
C0336,2024-08-01,Home,Yes
C0673,2024-02-27,Airport,No
C0026,2024-06-24,Home,No
C0048,2024-03-20,Home,No
C0062,2024-09-09,Home,No
C0483,2024-12-03,Home,Yes
C0415,2024-01-01,Home,Yes
C0318,2024-04-10,Airport,Yes
C0764,2024-08-23,Home,No
C0538,2024-09-15,Home,Yes
C0628,2024-05-10,Home,Yes
C1197,2024-02-22,Home,No
C0901,2024-11-27,Home,Yes
C0517,2024-08-17,Home,No
C0478,2024-04-08,Home,Yes
C0009,2024-10-22,Airport,Yes
C0221,2024-05-31,Airport,No
C1060,2024-06-10,Home,No
C0610,2024-04-29,Home,Yes
C0892,2024-09-15,Home,Yes
C0013,2024-01-27,Airport,No
C0275,2024-07-15,Airport,No
C1162,2024-10-08,Home,Yes
C0203,2024-06-18,Home,No
C0926,2024-03-17,Home,No
C1060,2024-02-11,Airport,No
C0260,2024-08-30,Home,Yes
C0160,2024-08-30,Home,Yes
C0074,2024-03-11,Airport,Yes
C0301,2024-07-02,Home,Yes
C0287,2024-08-06,Home,Yes
C0696,2024-01-26,Airport,Yes
C0298,2024-05-10,Airport,Yes
C0087,2024-12-29,Home,Yes
C1022,2024-11-26,Home,No
C1099,2024-11-20,Airport,No
C1037,2024-12-19,Airport,Yes
C0999,2024-12-10,Home,Yes
C0053,2024-12-26,Home,No
C1136,2024-04-04,Home,No
C0299,2024-08-16,Home,Yes
C0876,2024-02-13,Airport,No
C0919,2024-01-16,Home,Yes
C0986,2024-03-09,Home,No
C0147,2024-11-10,Home,Yes
C0431,2024-12-08,Home,No
C0138,2024-02-01,Airport,No
C0059,2024-01-23,Airport,Yes
C0861,2024-02-14,Home,No
C0297,2024-02-27,Home,Yes
C1150,2024-07-15,Airport,No
C0656,2024-08-09,Home,Yes
C0930,2024-05-11,Home,Yes
C0044,2024-01-03,Home,No
C0249,2024-03-04,Home,No
C0981,2024-04-24,Airport,Yes
C0134,2024-09-25,Home,Yes
C0594,2024-06-26,Airport,Yes
C1149,2024-04-13,Airport,Yes
C0312,2024-03-26,Home,No
C0467,2024-11-24,Home,No
C0116,2024-04-26,Home,Yes
C0820,2024-04-28,Airport,Yes
C0247,2024-03-14,Airport,No
C0600,2024-12-25,Home,Yes
C0736,2024-07-02,Home,Yes
C0256,2024-03-03,Home,Yes
C0738,2024-06-16,Airport,No
C1141,2024-07-27,Airport,No
C0836,2024-02-10,Airport,No
C0043,2024-07-18,Airport,Yes
C0405,2024-04-06,Home,Yes
C1026,2024-02-28,Home,No
C1168,2024-09-28,Home,No
C1062,2024-10-11,Airport,Yes
C0556,2024-01-20,Airport,No
C0774,2024-05-01,Home,Yes
C0894,2024-07-01,Airport,No
C0273,2024-09-30,Home,No
C0134,2024-12-26,Home,No
C1028,2024-04-01,Home,Yes
C0836,2024-11-09,Airport,Yes
C0727,2024-09-24,Home,No
C0307,2024-01-19,Airport,Yes
C0856,2024-05-15,Home,No
C0676,2024-12-22,Home,No
C0387,2024-11-11,Home,Yes
C0237,2024-08-27,Home,Yes
C0908,2024-03-04,Airport,No
C0919,2024-12-24,Airport,Yes
C1083,2024-05-24,Home,Yes
C0120,2024-03-04,Home,Yes
C0505,2024-04-09,Home,No
C0191,2024-11-01,Airport,No
C1016,2024-02-29,Airport,No
C0546,2024-08-06,Airport,Yes
C1067,2024-01-19,Home,No
C0895,2024-08-09,Airport,No
C1124,2024-07-10,Home,No
C1148,2024-12-22,Airport,No
C0519,2024-11-20,Home,Yes
C0846,2024-07-04,Home,No
C0407,2024-12-21,Home,Yes
C0363,2024-12-14,Home,Yes
C0886,2024-02-16,Airport,No
C0828,2024-02-25,Airport,No
C0838,2024-05-13,Airport,Yes
C0101,2024-10-28,Home,Yes
C1132,2024-01-30,Airport,Yes
C1170,2024-07-05,Airport,Yes
C0704,2024-10-26,Airport,No
C0378,2024-09-01,Home,No
C0603,2024-01-09,Home,No
C0028,2024-09-11,Airport,Yes
C1103,2024-06-22,Home,Yes
C0903,2024-10-09,Home,Yes
C0418,2024-01-10,Airport,No
C0692,2024-12-29,Home,No
C0196,2024-11-28,Home,No
C0811,2024-11-27,Home,Yes
C1006,2024-02-25,Airport,No
C0532,2024-09-24,Airport,No
C0777,2024-10-10,Home,No
C0372,2024-02-28,Home,Yes
C0169,2024-03-02,Airport,No
C0277,2024-06-12,Home,No
C0104,2024-09-11,Airport,No
C0833,2024-09-21,Home,Yes
C1188,2024-05-05,Home,Yes
C1008,2024-08-19,Home,No
C0018,2024-03-31,Airport,Yes
C0872,2024-10-16,Airport,No
C0751,2024-06-23,Home,Yes
C0469,2024-04-21,Airport,Yes
C0777,2024-09-21,Airport,No
C0124,2024-02-17,Home,No
C0229,2024-03-22,Home,Yes
C0344,2024-10-03,Home,No
C0965,2024-08-14,Airport,Yes
C0698,2024-02-18,Home,Yes
C0589,2024-01-23,Airport,No
C1060,2024-01-29,Airport,Yes
C0503,2024-04-10,Airport,Yes
C0511,2024-12-05,Airport,No
C0218,2024-09-23,Airport,Yes
C0151,2024-07-09,Airport,Yes
C0139,2024-09-06,Home,Yes
C0888,2024-02-07,Home,Yes
C0007,2024-01-21,Home,No
C0640,2024-07-23,Home,Yes
C0740,2024-11-06,Home,Yes
C0692,2024-07-28,Home,No
C1200,2024-10-28,Airport,Yes
C1075,2024-12-13,Home,No
C0405,2024-01-06,Home,No
C0990,2024-06-12,Airport,Yes
C0376,2024-03-03,Home,No
C0647,2024-11-19,Airport,No
C0023,2024-04-05,Home,Yes
C1039,2024-05-09,Home,Yes
C0935,2024-07-01,Airport,No
C0696,2024-05-20,Airport,Yes
C0528,2024-09-24,Home,No
C0903,2024-04-27,Airport,No
C0700,2024-07-13,Airport,No
C0149,2024-11-23,Airport,No
C0386,2024-09-05,Home,No
C0654,2024-04-02,Home,No
C0548,2024-07-02,Home,No
C0242,2024-03-26,Airport,Yes
C0324,2024-11-14,Home,No
C0933,2024-06-01,Home,No
C0820,2024-01-08,Home,Yes
C0450,2024-10-14,Airport,Yes
C0852,2024-02-14,Airport,Yes
C0518,2024-10-08,Airport,No
C0480,2024-10-15,Home,No
C1063,2024-05-20,Home,No
C1183,2024-08-11,Airport,Yes
C1086,2024-05-07,Home,No
C1089,2024-05-21,Airport,Yes
C0134,2024-11-08,Home,Yes
C0181,2024-06-13,Home,Yes
C0730,2024-06-09,Home,No
C1037,2024-01-20,Airport,No
C0164,2024-11-02,Home,Yes
C0778,2024-06-27,Airport,Yes
C1034,2024-07-19,Home,Yes
C0686,2024-01-26,Home,No
C1114,2024-07-08,Home,No
C0354,2024-02-02,Home,Yes
C0219,2024-09-19,Airport,No
C0652,2024-06-28,Home,No
C0809,2024-07-20,Airport,No
C1175,2024-08-07,Airport,No
C0440,2024-09-10,Home,Yes
C0503,2024-09-17,Airport,No
C0247,2024-06-12,Airport,Yes
C0710,2024-05-03,Airport,Yes
C0017,2024-02-21,Airport,No
C1020,2024-05-24,Airport,Yes
C0327,2024-04-01,Home,Yes
C0613,2024-12-07,Airport,No
C0989,2024-07-05,Airport,Yes
C0120,2024-05-25,Home,Yes
C0559,2024-01-17,Home,Yes
C0030,2024-03-03,Home,Yes
C1129,2024-03-04,Home,No
C0678,2024-02-08,Airport,No
C0338,2024-02-06,Home,Yes
C0112,2024-02-07,Home,Yes
C0690,2024-04-02,Home,Yes
C0533,2024-08-30,Airport,Yes
C0321,2024-06-24,Airport,Yes
C0653,2024-11-19,Airport,Yes
C0488,2024-08-25,Home,Yes
C0489,2024-03-27,Home,Yes
C1086,2024-01-17,Home,Yes
C0340,2024-05-31,Home,No
C0765,2024-05-01,Airport,Yes
C0570,2024-08-11,Airport,Yes
C0513,2024-02-02,Home,Yes
C0238,2024-07-27,Airport,Yes
C0461,2024-02-27,Airport,No
C0473,2024-02-06,Home,Yes
C0907,2024-04-17,Home,No
C0433,2024-09-26,Airport,Yes
C0209,2024-06-04,Home,No
C0157,2024-06-18,Airport,Yes
C0751,2024-02-07,Airport,No
C0460,2024-05-02,Airport,No
C0935,2024-08-01,Home,Yes
C0701,2024-05-04,Airport,Yes
C0428,2024-01-02,Home,No
C0109,2024-01-31,Home,Yes
C0652,2024-12-13,Airport,No
C0048,2024-02-24,Airport,No
C0962,2024-02-14,Home,Yes
C0128,2024-11-23,Airport,No
C0115,2024-04-22,Airport,No
C0548,2024-07-18,Home,No
C0582,2024-01-14,Home,Yes
C0898,2024-04-19,Airport,No
C1081,2024-08-04,Airport,Yes
C0040,2024-06-08,Home,Yes
C0077,2024-09-13,Home,No
C0214,2024-01-31,Airport,Yes
C0397,2024-07-29,Home,Yes
C0358,2024-11-02,Home,No
C0846,2024-11-15,Airport,No
C1150,2024-05-29,Airport,Yes
C0298,2024-09-03,Airport,Yes
C0910,2024-05-19,Home,No
C0980,2024-01-25,Home,No
C1027,2024-02-24,Home,No
C0618,2024-03-15,Airport,Yes
C1081,2024-11-22,Home,No
C0197,2024-06-22,Airport,No
C1147,2024-12-28,Airport,Yes
C0511,2024-02-06,Airport,Yes
C0390,2024-03-11,Airport,No
C0168,2024-03-12,Home,No
C1021,2024-08-19,Airport,Yes
C0842,2024-02-16,Airport,No
C0726,2024-01-12,Home,No
C0970,2024-02-01,Airport,Yes
C0286,2024-02-19,Airport,Yes
C0947,2024-05-26,Home,No
C0497,2024-06-06,Home,Yes
C0277,2024-01-26,Home,Yes
C1133,2024-04-24,Home,Yes
C1105,2024-09-07,Home,No
C0297,2024-04-05,Home,Yes
C0596,2024-10-06,Home,Yes
C0684,2024-03-26,Airport,Yes
C0096,2024-06-26,Home,No
C0616,2024-10-12,Airport,Yes
C0555,2024-03-14,Home,Yes
C0259,2024-06-13,Home,No
C0481,2024-12-17,Home,Yes
C0750,2024-10-07,Airport,Yes
C0679,2024-05-20,Airport,No
C0192,2024-12-17,Home,Yes
C0628,2024-12-25,Home,Yes
C1102,2024-09-23,Airport,No
C0044,2024-03-12,Home,Yes
C0938,2024-09-12,Home,Yes
C1103,2024-11-22,Home,Yes
C0440,2024-12-19,Home,Yes
C0818,2024-01-21,Airport,No
C0862,2024-10-26,Airport,Yes
C0771,2024-02-22,Home,Yes
C0742,2024-11-04,Airport,Yes
C0108,2024-05-27,Home,No
C0701,2024-11-29,Home,No
C0548,2024-07-22,Home,Yes
C0864,2024-07-26,Airport,Yes
C0024,2024-02-02,Home,Yes
C0258,2024-01-01,Home,Yes
C0135,2024-05-20,Home,No
C0372,2024-09-09,Airport,Yes
C0076,2024-08-27,Airport,No
C0063,2024-12-06,Airport,No
C0980,2024-04-03,Home,Yes
C1002,2024-08-11,Airport,Yes
C1077,2024-09-11,Airport,No
